	Word	Pos_tag
1542	lá_thắm	N
1543	dứt	V
1544	đường	N
1545	chim_xanh	V
1546	. Lơ_thơ	N
1547	tơ_liễu	V
1548	buông_mành	N
1549	. Con	V
1550	oanh	N
1551	học	V
1552	nói	V
1553	trên	E
1554	cành	N
1555	mỉa_mai	N
1556	. Mấy	V
1557	lần	N
1558	cửa	N
1559	đóng	V
1560	then	N
1561	cài	V
1562	.	CH
1563	đầy	A
1564	thềm	N
1565	hoa	N
1566	rụng	N
1567	biết	V
1568	người	N
1569	ở	E
1570	đâu	P
1571	. Tần_ngần	N
1572	đứng	V
1573	suốt	A
1574	giờ_lâu	V
1575	. Dạo_quanh	N
1576	chợt	R
1577	thấy	V
1578	mái	N
1579	sau	N
1580	có	V
1581	nhà	N
1582	. Là	V
1583	nhà	N
1584	Ngô_Việt	Np
1585	thương_gia	V
1586	. Buồng_không	N
1587	để	E
1588	đó	P
1589	người	N
1590	xa	A
1591	chưa	R
1592	về	V
1593	.	CH
1594	Lấy	V
1595	điều	N
1596	du_học_hỏi	V
1597	thuê	V
1598	. Túi	V
1599	đàn	Nc
1600	cặp_sách	N
1601	đề_huề	N
1602	dọn	V
1603	sang	V
1604	. Có	N
1605	cây	N
1606	có	V
1607	đá	N
1608	sẵn_sàng	V
1609	. Có	N
1610	hiên	N
1611	Lãm	Np
1612	thúy	V
1613	nét	N
1614	vàng	A
1615	chưa	R
1616	phai	V
1617	. Mừng_thầm chốn	N
1618	ấy	P
1619	chữ	N
1620	bài	N
1621	. Ba_sinh	N
1622	âu_hẳn	V
1623	duyên_trời	N
1624	chi	P
1625	đây	P
1626	. Song_hồ	V
1627	nửa	N
1628	khép	V
1629	cánh	N
1630	mây	N
1631	. Tường	N
1632	đông	A
1633	ghé_mắt	N
1634	ngày_ngày	V
1635	hằng	R
1636	trông	V
1637	. Tấc_gang	M
1638	đồng	Nu
1639	tỏa	V
1640	nguyên	R
1641	phong	N
1642	. Tuyệt	N
1643	mù	A
1644	nào	P
1645	thấy	V
1646	bóng_hồng	V
1647	vào	V
1648	ra	V
1649	. Nhẫn	N
1650	từ	E
1651	quán	N
1652	khách	N
1653	lân_la	V
1654	. Tuần_trăng	N
1655	thấm_thoắt	N
1656	nay	P
1657	đà	N
1658	thèm	V
1659	hai	M
1660	. Cách	N
1661	tường	N
1662	phải	V
1663	buổi	N
1664	êm_trời	V
1665	. Dưới	N
1666	đào	V
1667	dường	N
1668	có	V
1669	bóng_người	N
1670	thướt_tha	V
1671	. Buông	N
1672	cầm	V
1673	xốc	N
1674	áo	N
1675	vội	A
1676	ra	V
1677	. Hương	N
1678	còn	R
1679	thơm_nức	V
1680	người	N
1681	đà	V
1682	vắng_tanh	N
1683	. Lần	V
1684	theo	V
1685	tường	N
1686	gấm	N
1687	dạo	V
1688	quanh	N
1689	. Trên	N
1690	đào	V
1691	nhác	V
1692	thấy	V
1693	một	M
1694	cành	N
1695	kim_thoa	N
1696	. Giơ	V
1697	tay	N
1698	với	E
1699	lấy	V
1700	về	V
1701	nhà	N
1702	.	CH
1703	Này	P
1704	trong	E
1705	khuê	N
1706	các	L
1707	đâu	P
1708	mà	C
1709	đến	V
1710	đây	P
1711	. Ngẫm_âu	V
1712	người	N
1713	ấy	P
1714	báu	N
1715	này	P
1716	. Chẳng	V
1717	duyên	N
1718	chưa	R
1719	dễ	A
1720	vào	E
1721	tay	N
1722	ai	P
1723	cầm	V
1724	!	CH
1725	. Liền_tay	V
1726	ngắm_nghía	N
1727	biếng	N
1728	nằm	V
1729	. Hãy_còn	V
1730	thoang_thoảng	V
1731	hương	N
1732	trầm	A
1733	chưa	R
1734	phai	V
1735	. Tan	N
1736	sương	N
1737	đã	R
1738	thấy	V
1739	bóng	N
1740	người	N
1741	.	CH
1742	Quanh	N
1743	tường	N
1744	ra_ý	N
1745	tìm_tòi	V
1746	ngẩn_ngơ	N
1747	. Sinh	V
1748	đà	N
1749	có	V
1750	ý	N
1751	đợi_chờ	V
1752	. Cách	N
1753	tường	N
1754	lên_tiếng	N
1755	xa	A
1756	đưa	V
1757	ướm_lòng	N
1758	. Thoa	N
1759	này	P
1760	bắt	V
1761	được	R
1762	hư_không	V
1763	. Biết_đâu Hợp_Phố	N
1764	mà	C
1765	mong	V
1766	châu	N
1767	về	E
1768	. Tiếng	N
1769	Kiều	Np
1770	nghe	V
1771	lọt	V
1772	bên	N
1773	kia	P
1774	. Sinh	V
1775	rằng	C
1776	Phác_họa	Np
1777	vừa_rồi	V
1778	. Phẩm_đề	N
1779	xin	V
1780	một_vài	V
1781	lời	N
1782	thêm	V
1783	hoa	N
1784	. Tay_tiên	V
1785	gió	N
1786	táp	V
1787	mưa	N
1788	sa	V
1789	. Khoảng	N
1790	trên	E
1791	dừng	V
1792	bút	N
1793	thảo	N
1794	và	C
1795	bốn	M
1796	câu	N
1797	. Khen_Tài	N
1798	nhả	V
1799	ngọc	N
1800	phun	V
1801	châu	N
1802	.	CH
1803	Nàng	N
1804	Ban	N
1805	ả	N
1806	Tạ	Np
1807	cũng	R
1808	đâu	T
1809	thế	T
1810	này	T
1811	!	CH
1812	. Kiếp	V
1813	tu	N
1814	xưa	N
1815	ví	V
1816	chưa	R
1817	dày	A
1818	. Phúc	N
1819	nào	P
1820	nhắc	V
1821	được	R
1822	giá	N
1823	này	P
1824	cho	E
1825	ngang	A
1826	!	CH
1827	. Nàng	V
1828	rằng	C
1829	Trộm	Np
1830	liếc	V
1831	dung_quang	V
1832	. Chẳng	V
1833	sân	N
1834	bội	V
1835	ngọc	N
1836	cũng	R
1837	phường	N
1838	kim_môn	V
1839	. Nghĩ	N
1840	mình	P
1841	phận	N
1842	mỏng_cánh_chuồn	V
1843	. Khuôn_xanh	N
1844	biết	V
1845	có	V
1846	vuông_tròn	N
1847	mà	C
1848	hay	C
1849	. Nhớ	V
1850	từ	E
1851	năm	N
1852	hãy	R
1853	thơ_ngây	V
1854	.	CH
1855	Có	V
1856	người	N
1857	tướng_sĩ	V
1858	đoán	V
1859	ngay	T
1860	một	M
1861	lời	N
1862	. Anh	V
1863	hoa	N
1864	phát_tiết	V
1865	ra	V
1866	ngoài	E
1867	. Nghìn_thu	N
1868	bạc_mệnh	V
1869	một	M
1870	đời	N
1871	tài_hoa	N
1872	. Trông	V
1873	người	N
1874	lại	R
1875	ngẫm	V
1876	đến	E
1877	ta	P
1878	.	CH
1879	Một	M
1880	dầy	N
1881	một	M
1882	mỏng	N
1883	biết	V
1884	là	C
1885	có	V
1886	nên	C
1887	'	V
1888	. Sinh	V
1889	rằng	C
1890	Giải_cấu	Np
1891	là	V
1892	duyên	N
1893	. Xưa_nay	V
1894	nhân	N
1895	định	V
1896	thắng	V
1897	nhiên	N
1898	cũng	R
1899	nhiều	A
1900	. Ví_dù	N
1901	giải_kết	V
1902	đến	E
1903	điều	N
1904	.	CH
1905	Thì	Np
1906	đem	V
1907	vàng_đá	N
1908	mà	C
1909	liều	V
1910	với	E
1911	thân	N
1912	!	CH
1913	.	CH
1914	đủ	A
1915	điều	N
1916	trung_khúc	V
1917	ân_cần	V
1918	. Lòng_xuân	N
1919	phơi_phới	V
1920	chén	N
1921	xuân	N
1922	tàng_tàng	V
1923	. Ngày_vui	N
1924	ngắn	A
1925	chẳng	R
1926	đầy	A
1927	gang	N
1928	. Trông	V
1929	ra	V
1930	ác	N
1931	đã	R
1932	ngậm	V
1933	gương	N
1934	non	A
1935	đoài	N
1936	. Vắng	V
1937	nhà	N
1938	chẳng	R
1939	tiện	V
1940	ngồi_dai	V
1941	. Giã_chàng	N
1942	nàng	N
1943	mới	R
1944	kíp	V
1945	dời	V
1946	song_sa	N
1947	.	CH
1948	đến	E
1949	nhà	N
1950	vừa	R
1951	thấy	V
1952	tin	N
1953	nhà	N
1954	. Hai_thân	N
1955	còn	R
1956	dở	A
1957	tiệc	N
1958	hoa	N
1959	chưa	R
1960	về	V
1961	. Cửa	V
1962	ngoài	E
1963	vội	A
1964	rủ	V
1965	rèm	N
1966	the	V
1967	. Xăm_xăm băng	N
1968	lối	N
1969	vườn	N
1970	khuya	A
1971	một_mình	V
1972	. Nhặt_thưa	N
1973	gương	N
1974	giọi	V
1975	đầu	N
1976	cành	N
1977	.	CH
1978	Ngọn	Nc
1979	đèn	N
1980	trông	V
1981	lọt	V
1982	trướng_huỳnh	N
1983	hắt_hiu	V
1984	. Sinh	N
1985	vừa	R
1986	tựa	V
1987	án	N
1988	thiu_thiu	V
1989	. Dở	A
1990	chiều	N
1991	như	C
1992	tỉnh	N
1993	dở	A
1994	chiều	N
1995	như	C
1996	mê	V
1997	. Tiếng	N
1998	sen	V
1999	sẽ	R
2000	động	V
2001	giấc_hòe	V
2002	. Bóng_trăng	N
2003	đã	R
2004	xế	V
2005	hoa	N
2006	lê	V
2007	lại	V
2008	gần	A
2009	. Bâng_khuâng	V
2010	đỉnh	N
2011	Giáp	Np
2012	non	A
2013	Thần	Np
2014	. Còn	V
2015	ngờ	V
2016	giấc	N
2017	mộng	V
2018	đêm	N
2019	xuân	N
2020	mơ_màng	V
2021	. Nàng	V
2022	rằng	C
2023	Khoảng	N
2024	vắng	A
2025	đêm_trường	N
2026	.	CH
2027	Vì	E
2028	hoa	N
2029	nên	C
2030	phải	V
2031	đánh	V
2032	đường	N
2033	tìm	V
2034	hoa	N
2035	. Bây_giờ	V
2036	rõ	A
2037	mặt	N
2038	đôi_ta	V
2039	. Biết_đâu	N
2040	rồi	C
2041	nữa	R
2042	chẳng	R
2043	là	V
2044	chiêm_bao	N
2045	. Vội	V
2046	mừng	V
2047	làm	V
2048	lễ	N
2049	rước	V
2050	vào	E
2051	. đài_sen	N
2052	nối	V
2053	sáp	N
2054	song_đào	V
2055	thêm	V
2056	hương	N
2057	. Tiên_thề	N
2058	cùng	A
2059	thảo	V
2060	một	M
2061	chương	N
2062	. Tóc_mây	V
2063	một	M
2064	món	Nc
2065	dao	N
2066	vàng	N
2067	chia	V
2068	đôi	M
2069	. Vầng	N
2070	trăng	N
2071	vằng_vặc	V
2072	giữa	E
2073	trời	N
2074	. đinh_ninh	V
2075	hai	M
2076	mặt	N
2077	một	M
2078	lời	N
2079	song_song	V
2080	. Tóc_tơ	V
2081	căn_vặn	N
2082	tấc_lòng	V
2083	. Trăm_năm	N
2084	tạc	V
2085	một	M
2086	chữ_đồng	N
2087	đến	E
2088	xương	N
2089	. Chén_hà	N
2090	sánh_giọng	N
2091	quỳnh_tương	V
2092	. Dải	N
2093	là	V
2094	hương	N
2095	lộn	V
2096	bình_gương	N
2097	bóng_lồng	V
2098	. Sinh	V
2099	rằng	C
2100	Gió_mát	Np
2101	trăng	N
2102	trong	E
2103	. Bấy_lâu_nay	N
2104	một_chút	N
2105	lòng	N
2106	chưa	R
2107	cam	V
2108	. Chày_sương	N
2109	chưa	R
2110	nện	V
2111	cầu_Lam	N
2112	. Sợ	N
2113	lần_khân	A
2114	quá	R
2115	ra	V
2116	sàm_sỡ	V
2117	chăng	R
2118	. Nàng	V
2119	rằng	C
2120	Hồng_diệp	Np
2121	xích_thằng	V
2122	.	CH
2123	Một	M
2124	lời	N
2125	cũng	R
2126	đã	R
2127	tiếng_rằng	V
2128	tương_tri	N
2129	.	CH
2130	đừng	V
2131	điều	N
2132	nguyệt	V
2133	nọ	P
2134	hoa	N
2135	kia	P
2136	. Ngoài_ra	V
2137	ai	P
2138	lại	V
2139	tiếc	V
2140	gì	P
2141	với	E
2142	ai	P
2143	. Rằng	V
2144	Nghe	V
2145	nổi_tiếng	N
2146	cầm_đài	V
2147	. Nước_non	N
2148	luống_những	V
2149	lắng_tai	N
2150	Chung	Np
2151	Kỳ	Np
2152	. Thưa	V
2153	rằng	C
2154	Tiện_kỹ	Np
2155	sá_chi	V
2156	.	CH
2157	đã	R
2158	lòng	N
2159	dạy	V
2160	đến	V
2161	dạy	V
2162	thì	C
2163	phải	V
2164	vâng	V
2165	. Hiên	N
2166	sau	N
2167	treo	V
2168	sẵn	A
2169	cầm_trăng	N
2170	. Vội_vàng	N
2171	Sinh	Np
2172	đã	R
2173	tay	N
2174	nâng	V
2175	ngang	A
2176	mày	P
2177	. Nàng	V
2178	rằng	C
2179	Nghề_mọn	Np
2180	riêng	A
2181	tay	N
2182	. Làm_chi	V
2183	cho	E
2184	bận_lòng	N
2185	này	P
2186	lắm	R
2187	thân	N
2188	!	CH
2189	. So	V
2190	dần	R
2191	dây	N
2192	vũ	V
2193	dây	N
2194	văn	N
2195	. Bốn	N
2196	dây	N
2197	to_nhỏ	V
2198	theo	V
2199	vần	N
2200	cung_thương	V
2201	. Khúc	N
2202	đâu	P
2203	Hán_Sở chiến_trường	V
2204	.	CH
2205	Nghe	V
2206	ra	V
2207	tiếng	N
2208	sắt	N
2209	tiếng	Nu
2210	vàng	N
2211	chen	V
2212	nhau	N
2213	. Khúc	V
2214	đâu	P
2215	Tư_mã Phượng	Np
2216	cầu	N
2217	.	CH
2218	Nghe	V
2219	ra	V
2220	như	C
2221	oán	N
2222	như	C
2223	sầu	V
2224	phải_chăng	N
2225	!	CH
2226	. Kê_Khang	N
2227	này	P
2228	khúc	N
2229	Quảng	Np
2230	lăng	V
2231	. Một	V
2232	rằng	C
2233	lưu_thủy	N
2234	hai	M
2235	rằng	C
2236	hành_vân	N
2237	. Qua	V
2238	quan	N
2239	này	P
2240	khúc	N
2241	Chiêu	Np
2242	Quân	Np
2243	. Nửa	V
2244	phần	N
2245	luyến	V
2246	chúa	N
2247	nửa_phần	V
2248	tư_gia	N
2249	. Trong	A
2250	như	C
2251	tiếng	N
2252	hạc	N
2253	bay	V
2254	qua	V
2255	. đục	N
2256	như	C
2257	tiếng	N
2258	suối	N
2259	mới	R
2260	sa	V
2261	nửa_vời	N
2262	. Tiếng	N
2263	khoan	V
2264	như	C
2265	gió	N
2266	thoảng	V
2267	ngoài	E
2268	. Tiếng	N
2269	mau	A
2270	sầm_sập	A
2271	như	C
2272	trời	N
2273	đổ	V
2274	mưa	N
2275	.	CH
2276	Ngọn	Nc
2277	đèn	N
2278	khi	N
2279	tỏ	V
2280	khi	N
2281	mờ	A
2282	. Khiến	M
2283	người	N
2284	ngồi	V
2285	đó	P
2286	cũng	R
2287	ngơ_ngẩn	V
2288	sầu	N
2289	.	CH
2290	Khi	N
2291	tựa	V
2292	gối	N
2293	khi	N
2294	cúi	V
2295	đầu	N
2296	.	CH
2297	Khi	N
2298	vò	V
2299	chín_khúc	N
2300	khi	N
2301	chau	V
2302	đôi	M
2303	mày	P
2304	.	CH
2305	Ngọn	N
2306	đèn	N
2307	khi	N
2308	tỏ	V
2309	khi	N
2310	mờ	A
2311	. Khiến	M
2312	người	N
2313	ngồi	V
2314	đó	P
2315	cũng	R
2316	ngơ_ngẩn	V
2317	sầu	N
2318	.	CH
2319	Khi	N
2320	tựa	V
2321	gối	N
2322	khi	N
2323	cúi	V
2324	đầu	N
2325	.	CH
2326	Khi	N
2327	vò	V
2328	chín_khúc	N
2329	khi	N
2330	chau	V
2331	đôi	M
2332	mày	P
2333	. Rằng	N
2334	Hay	Np
2335	thì	C
2336	thật_là	V
2337	hay	R
2338	.	CH
2339	Nghe	V
2340	ra	V
2341	ngậm	V
2342	đắng	A
2343	nuốt	V
2344	cay	A
2345	thế_nào	T
2346	!	CH
2347	. Lựa	V
2348	chi	P
2349	những	L
2350	bậc	N
2351	tiêu_tao	N
2352	. Dột	V
2353	lòng	N
2354	mình	P
2355	cũng	R
2356	nao_nao	V
2357	lòng	N
2358	người	N
2359	. Rằng	V
2360	Quen	Np
2361	mất_nết	V
2362	đi	V
2363	rồi	C
2364	. Tẻ	V
2365	vui	A
2366	thôi	T
2367	cũng	R
2368	tính	V
2369	trời	N
2370	biết_sao	V
2371	!	CH
2372	. Lời	V
2373	vàng	N
2374	âm	N
2375	lĩnh_ý	N
2376	cao	A
2377	. Họa dần_dần	N
2378	bớt	V
2379	chút	L
2380	nào	P
2381	được	V
2382	không	R
2383	. Hoa_hương	V
2384	càng	R
2385	tỏ	V
2386	thức	V
2387	hồng	V
2388	.	CH
2389	đầu	N
2390	mày	P
2391	cuối	N
2392	mắt	N
2393	càng	R
2394	nồng	A
2395	tấm	Nc
2396	yêu	V
2397	. Sóng_tình	N
2398	dường	N
2399	đã	R
2400	xiêu_xiêu	V
2401	. Xem	V
2402	trong	E
2403	âu_yếm	N
2404	có	V
2405	chiều	N
2406	lả_lơi	V
2407	. Thưa	V
2408	rằng	C
2409	đừng	R
2410	lấy	V
2411	làm	V
2412	chơi	V
2413	. Dẽ	V
2414	cho	E
2415	thưa	V
2416	hết	V
2417	một	M
2418	lời	N
2419	đã	R
2420	nao	V
2421	!	CH
2422	. Vẻ_chi	V
2423	một	M
2424	đóa	N
2425	yêu_đào	N
2426	. Vườn_hồng	V
2427	chi	P
2428	dám	V
2429	ngăn_rào	V
2430	chim_xanh	N
2431	.	CH
2432	đã	R
2433	cho	V
2434	vào	E
2435	bậc	N
2436	bố_kinh	N
2437	. đạo	V
2438	tòng_phu	N
2439	lấy	V
2440	chữ	N
2441	trinh	N
2442	làm	V
2443	đầụ	N
2444	. Ra_tuồng	V
2445	trên	E
2446	Bộc	Np
2447	trong	E
2448	dâu	N
2449	.	CH
2450	Thì	T
2451	con_người	N
2452	ấy	P
2453	ai	P
2454	cầu	V
2455	làm	V
2456	chi	T
2457	!	CH
2458	. Phải_điều	N
2459	ăn_xổi	V
2460	ở	E
2461	thì	C
2462	. Tiết	R
2463	trăm	M
2464	năm	N
2465	nỡ	M
2466	bỏ	V
2467	đi	V
2468	một	M
2469	ngày	N
2470	!	CH
2471	. Ngẫm	V
2472	duyên_kỳ_ngộ	N
2473	xưa_nay	V
2474	. Lứa_đôi	N
2475	ai	P
2476	đẹp	A
2477	lại	R
2478	tày	N
2479	Thôi	Np
2480	Trương_	Np
2481	. _Mây_mưa	V
2482	đánh_đổ	V
2483	đá_vàng	N
2484	.	CH
2485	Quá	R
2486	chiều	N
2487	nên	C
2488	đã	R
2489	chán_chường	V
2490	yến_anh	N
2491	.	CH
2492	Trong	E
2493	khi	N
2494	chắp_cánh	V
2495	liền	R
2496	cành	N
2497	. Mà	N
2498	lòng	N
2499	rẻ_rúng	N
2500	đã	R
2501	dành	V
2502	một	M
2503	bên	N
2504	. Mái_tây	N
2505	để	E
2506	lạnh	A
2507	hương_nguyền	V
2508	.	CH
2509	Cho	V
2510	duyên	N
2511	đằm_thắm	V
2512	ra	V
2513	duyên	N
2514	bẽ_bàng	N
2515	. Gieo_thoi	V
2516	trước	N
2517	chẳng	R
2518	giữ_giàng	V
2519	.	CH
2520	để	E
2521	sau	N
2522	nên	C
2523	thẹn	V
2524	cùng	C
2525	chàng	N
2526	bởi	E
2527	ai	P
2528	. Vội	V
2529	chi	P
2530	liễu	N
2531	ép	V
2532	hoa	N
2533	nài	N
2534	. Còn	V
2535	thân	N
2536	ắt	V
2537	lại	R
2538	đền_bồi	V
2539	có	V
2540	khi	N
2541	!	CH
2542	.	CH
2543	Thấy	V
2544	lời	N
2545	đoan_chính	V
2546	dễ_nghe	N
2547	. Chàng	V
2548	càng	R
2549	thêm	V
2550	nể	V
2551	thêm	V
2552	vì	E
2553	mười	M
2554	phân	N
2555	. Bóng_tàu	N
2556	vừa	R
2557	lạt	V
2558	vẻ_ngân	N
2559	. Tin	N
2560	đâu	P
2561	đã	R
2562	thấy	V
2563	cửa_ngăn	V
2564	gọi	V
2565	vào	E
2566	. Nàng	N
2567	thì	C
2568	vội	A
2569	trở	V
2570	buồng_thêu	V
2571	.	CH
2572	Sinh	V
2573	thì	C
2574	dạo_gót	V
2575	sân	N
2576	đào	V
2577	bước	V
2578	ra	V
2579	. Cửa_sài	N
2580	vừa	R
2581	ngỏ	V
2582	then	N
2583	hoa	N
2584	. Gia_đồng	V
2585	vào	E
2586	gởi	N
2587	thư	N
2588	nhà	N
2589	mới	R
2590	sang	V
2591	.	CH
2592	đem	V
2593	tin	N
2594	thúc_phụ	V
2595	từ	E
2596	đường	N
2597	. Bơ_vơ	N
2598	lữ	V
2599	thấn	N
2600	tha_hương	V
2601	đề_huề	N
2602	. Liêu	V
2603	dương	N
2604	cách_trở	V
2605	sơn_khê	N
2606	. Xuân_đường	V
2607	kíp	N
2608	gọi	V
2609	sinh	V
2610	về	E
2611	hộ_tang	N
2612	. Mảng	V
2613	tin	N
2614	xiết_nỗi	V
2615	kinh_hoàng	N
2616	. Băng	V
2617	mình	P
2618	lẻn	V
2619	trước	E
2620	đài_trang	N
2621	tự_tình	V
2622	. Gót_đầu	V
2623	mọi	L
2624	nỗi	N
2625	đinh_ninh	V
2626	.	CH
2627	Nỗi	N
2628	nhà	N
2629	tang_tóc	V
2630	nỗi	N
2631	mình	P
2632	xa_xôi	V
2633	.	CH
2634	Sự	N
2635	đâu	P
2636	chưa	R
2637	kịp	A
2638	đôi_hồi	V
2639	. Duyên	N
2640	đâu	P
2641	chưa	R
2642	kịp	A
2643	một	M
2644	lời	N
2645	trao	V
2646	tơ	N
2647	. Trăng	N
2648	thề	V
2649	còn	V
2650	đó	P
2651	trơ_trơ	V
2652	.	CH
2653	Dám	Np
2654	xa_xôi	V
2655	mặt	N
2656	mà	C
2657	thưa_thớt	V
2658	lòng	N
2659	. Ngoài	V
2660	nghìn_dặm	N
2661	chốc	N
2662	ba	M
2663	đông	N
2664	. Mối	N
2665	sầu	V
2666	khi	N
2667	gỡ	V
2668	cho	E
2669	xong	R
2670	còn	R
2671	chầy	V
2672	!	CH
2673	. Gìn	V
2674	vàng	N
2675	giữ	V
2676	ngọc	N
2677	cho	V
2678	hay	V
2679	.	CH
2680	Cho	V
2681	đành	V
2682	lòng	N
2683	kẻ	Nc
2684	chân_mây	V
2685	cuối	N
2686	trời	N
2687	. Tai_nghe	V
2688	ruột	A
2689	rối_bời_bời	V
2690	. Ngập_ngừng	V
2691	nàng	N
2692	mới	R
2693	giãi	V
2694	lời	N
2695	trước	E
2696	sau	N
2697	.	CH
2698	ông	Nc
2699	tơ	V
2700	ghét_bỏ	N
2701	chi	V
2702	nhau	N
2703	.	CH
2704	Chưa	R
2705	vui	A
2706	sum_họp	N
2707	đã	R
2708	sầu	V
2709	chia_phôi	N
2710	!	CH
2711	.	CH
2712	Cùng	A
2713	nhau	N
2714	trót	V
2715	đã	R
2716	nặng_lời	V
2717	. Dẫu	N
2718	thay	V
2719	mái_tóc	V
2720	dám	V
2721	dời	V
2722	lòng	N
2723	tơ	N
2724	!	CH
2725	. Quản_bao	N
2726	tháng	N
2727	đợi	M
2728	năm	N
2729	chờ	V
2730	. Nghĩ	M
2731	người	N
2732	ăn	V
2733	gió	N
2734	nằm	V
2735	mưa	V
2736	xót	A
2737	thầm	A
2738	.	CH
2739	đã	R
2740	nguyền	V
2741	hai	M
2742	chữ	N
2743	đồng_tâm	N
2744	. Trăm_năm	V
2745	thề	V
2746	chẳng	R
2747	ôm_cầm	V
2748	thuyền	N
2749	ai	P
2750	. Còn	V
2751	non	A
2752	còn	R
2753	nước	N
2754	còn	R
2755	dài	A
2756	.	CH
2757	Còn	C
2758	về	E
2759	còn	R
2760	nhớ	V
2761	đến	E
2762	người	N
2763	hôm_nay	V
2764	!	CH
2765	. Dùng_dằng	V
2766	chưa	R
2767	nỡ	V
2768	rời	V
2769	tay	N
2770	. Vầng_đông	N
2771	trông	V
2772	đã	R
2773	đứng	V
2774	ngay	T
2775	nóc	N
2776	nhà	N
2777	. Ngại_ngùng	V
2778	một	M
2779	bước	N
2780	một	M
2781	xa	A
2782	.	CH
2783	Một	M
2784	lời	N
2785	trân_trọng	V
2786	châu_sa	V
2787	mấy	L
2788	hàng	N
2789	. Buộc	N
2790	yên	A
2791	quảy	T
2792	gánh	V
2793	vội_vàng	N
2794	. Mối	V
2795	sầu	N
2796	xẻ	V
2797	nửa	L
2798	bước	N
2799	đường	N
2800	chia	V
2801	hai	M
2802	. Buồn	N
2803	trông	V
2804	phong_cảnh	V
2805	quê	N
2806	người	N
2807	.	CH
2808	đầu	N
2809	cành	N
2810	quyên	V
2811	nhặt	V
2812	cuối	N
2813	trời	N
2814	nhạn	V
2815	thưa	V
2816	. Não	N
2817	người	N
2818	cữ	V
2819	gió	N
2820	tuần	N
2821	mưa	V
2822	.	CH
2823	Một	M
2824	ngày	N
2825	nặng_gánh	M
2826	tương_tư	N
2827	một	M
2828	ngày	N
2829	. Nàng	M
2830	còn	R
2831	đứng	V
2832	tựa	V
2833	hiên	N
2834	tây	N
2835	. Chín_hồi vấn_vít	A
2836	như	C
2837	vầy	N
2838	mối	N
2839	tơ	N
2840	. Trông_chừng	V
2841	khói	N
2842	ngất	V
2843	song	C
2844	thưa	V
2845	. Hoa	N
2846	trôi	V
2847	trác	V
2848	thắm	N
2849	liễu	V
2850	xơ_xác	N
2851	vàngTần	V
2852	ngần	N
2853	dạo_gót	V
2854	lầu_trang	N
2855	.	CH
2856	Một	M
2857	đoàn	N
2858	mừng	V
2859	thọ	V
2860	ngoại_hương	N
2861	mới	R
2862	về	V
2863	. Hàn_huyên	V
2864	chưa	R
2865	kịp	A
2866	giãi	V
2867	dề	N
2868	. Sai_nha	V
2869	bỗng	R
2870	thấy	V
2871	bốn	M
2872	bề	N
2873	xôn_xao	V
2874	.	CH
2875	Người	Nc
2876	nách	N
2877	thước_kẻ	V
2878	tay	N
2879	đao	N
2880	;	CH
2881	. Đầu	V
2882	trâu	N
2883	mặt	N
2884	ngựa	N
2885	ào_ào	A
2886	như	C
2887	sôi	V
2888	. Già_giang	V
2889	một	M
2890	lão	N
2891	một	M
2892	trai	N
2893	.	CH
2894	Một	M
2895	dây	N
2896	vô_lại	N
2897	buộc	V
2898	hai	M
2899	thâm_tình	N
2900	.	CH
2901	Đầy	Np
2902	nhà	N
2903	vang	V
2904	tiếng	N
2905	ruồi_xanh	V
2906	. Rụng_rời	V
2907	khung	N
2908	dệt	V
2909	tan_tành	V
2910	gói	N
2911	may	V
2912	. Đồ_tế_nhuyễn	N
2913	của	E
2914	riêng_tây	N
2915	. Sạch_sành_sanh	N
2916	vét	V
2917	cho	E
2918	đầy	A
2919	túi_tham	N
2920	.	CH
2921	Điều	N
2922	đâu	P
2923	bay	V
2924	buộc	V
2925	ai	P
2926	làm	V
2927	.	CH
2928	Này	P
2929	ai	P
2930	dan	V
2931	dậm	N
2932	giật	V
2933	giàm	V
2934	bỗng_dưng	N
2935	. Hỏi	V
2936	ra	V
2937	sau	N
2938	mới	R
2939	biết	V
2940	rằng	C
2941	. Phải	N
2942	tên	N
2943	xưng_xuất	V
2944	là	C
2945	thằng	P
2946	bán	V
2947	tơ	N
2948	.	CH
2949	Một	M
2950	nhà	N
2951	hoảng_hốt	N
2952	ngẩn_ngơ	V
2953	. Tiếng	N
2954	oan	A
2955	dậy_đất	V
2956	án	N
2957	ngờ	V
2958	lòa	N
2959	mây	N
2960	. Hạ_từ	V
2961	van_lạy	V
2962	suốt	A
2963	ngày	N
2964	. Điếc_tai	M
2965	lân_tuất	N
2966	phũ	V
2967	tay	N
2968	tồi_tàn	N
2969	. Rường	N
2970	cao	A
2971	rút	V
2972	ngược	V
2973	dây	N
2974	oan	A
2975	. Dẫu	V
2976	là	C
2977	đá	N
2978	cũng	R
2979	nát_gan	V
2980	lọ	N
2981	người	N
2982	. Mặt	V
2983	trông	V
2984	đau_đớn	V
2985	rụng_rời	N
2986	. Oan	N
2987	này	P
2988	còn	V
2989	một	M
2990	kêu_trời	N
2991	nhưng	C
2992	xa	A
2993	. Một	N
2994	ngày	N
2995	lạ	A
2996	thói	V
2997	sai_nha	N
2998	.	CH
2999	Làm	V
3000	cho	E
3001	khốc_hại	N
3002	chẳng_qua	V
3003	vì	E
3004	tiền	N
3005	. Sao	V
3006	cho	E
3007	cốt_nhục	N
